"ID","Débitos","Fabricante","Modelo","Ano","Categoria","Couro","Combustivel","Volume_motor","Km","Cilindros","Tipo_cambio","Tração","Portas","Rodas","Cor","Airbags","Preco","Numero_proprietarios","Data_ultima_lavagem","Adesivos_personalizados","Radio_AM_FM","Historico_troca_oleo","Codigo_concessionaria","Classificacao_Veiculo","Faixa_Preco"
45759480,"-","MERCEDES-BENZ","200",1995,"Sedan","Nao","Gasol.","1.8","0 km",4,"Automatico","Dianteira","4-5",21,"Azul",2,6272,3,2021-10-23,"Sim","FM",1,5905,"Usado","Econômico"
45732575,"765","HYUNDAI","Santa FE",2015,"SUV","Sim","Diesel","2","48764 km",4,"Automatico","Dianteira","4-5",6,"Prata",4,57372,5,2022-07-01,"Não","AM/FM",1,1967,"Usado","Luxo"
45804346,"753","JEEP","Compass",2012,"SUV","Sim","Gasol.","2.4","121456 km",4,"Automatico","Dianteira","4-5",19,"Red",4,26372,5,2020-02-22,"Sim","FM",2,7851,"Usado","Médio"
45801910,"528","HYUNDAI","Elantra",2014,"Sedan","Sim","diesel","1.6",NA,4,"Automatico","Dianteira","4-5",18,"Branco",4,19130,3,2021-10-07,"Não","AM",0,5679,"Usado","Econômico"
45811398,"751","HYUNDAI","Sonata",2013,"Sedan","Sim","Hibrido","2.4","197328 km",4,"Automatico","Dianteira","4-5",5,"Preto",0,314,2,2021-10-21,"Não","AM",8,6402,"Usado","Econômico"
45783199,"-","KIA","Optima",2017,"Sedan","Nao","GASOLINA","2.4","140800 km",4,"Automatico","Dianteira","4-5",19,"Preto",10,26657,3,2022-07-12,"Sim","AM",4,1342,"Usado","Médio"
45732757,"836","HYUNDAI","Sonata",2010,"Sedan","Sim","GASOLINA","2","126799 km",4,"Automatico","Dianteira","4-5",30,"Preto",4,16894,2,2020-06-29,"Não","AM/FM",10,2312,"Usado","Econômico"
45766224,"831","HYUNDAI","Elantra",2017,"Sedan","Sim","GASOLINA","1.6","25635 km",4,"Automatico","Dianteira","4-5",31,"Preto",12,1019,4,2021-11-04,"Não","AM/FM",4,9476,"Usado","Econômico"
45651192,"1399","LEXUS","RX 450",2010,"SUV","Sim","Hibrido","3.5",NA,6,"Automatico","4x4","4-5",10,"Cinza",12,2509,3,2022-12-18,"Sim","AM/FM",7,1489,"Usado","Econômico"
45801470,"730","HYUNDAI","Elantra",2016,"Sedan","Sim","gasolina","1.6",NA,4,"Automatico","Dianteira","4-5",13,"Branco",4,21395,4,2022-02-24,"Não","AM/FM",6,9460,"Usado","Médio"
45803639,"836","HYUNDAI","Tucson",2010,"SUV","Sim","DIESEL","2","216024 km",4,"Automatico","Dianteira","4-5",13,"Branco",4,17468,1,2021-07-03,"Sim","AM",4,8098,"Usado","Econômico"
45765948,"707","DODGE","Caliber",2011,"Universal","Nao","Gasol.","2","167000 km",4,"Automatico","Dianteira","4-5",32,"Cinza",5,10976,1,2020-06-03,"Sim","FM",1,5652,"Usado","Econômico"
42866426,"900","MITSUBISHI","Outlander",2015,"SUV","Nao","Gasolina","2.4","64467 km",4,"Automatico","4x4","4-5",13,"Branco",8,25559,3,2022-03-07,"Sim","FM",6,7308,"Usado","Médio"
45523554,"1079","TOYOTA","CHR",2018,"SUV","Sim","Gasolina","2","16213 km",4,"Automatico","Dianteira","4-5",22,"Cinza",12,2587,4,2021-04-27,"Sim","AM/FM",4,4625,"Semi-novo","Econômico"
43525340,"639","FORD","Focus ST",2014,"Hatchback","Sim","Gasol.","2.0 Turbo","62418 km",4,"Manual","Dianteira","4-5",4,"Amarelo",8,17405,5,2022-12-10,"Sim","AM/FM",3,8562,"Usado","Econômico"
43593614,"585","TOYOTA","Prius",2013,"Hatchback","Nao","Hibrido","1.8","120058 km",4,"Automatico","Dianteira","4-5",12,"Prata",8,17562,3,2020-11-26,"Não","AM/FM",2,1914,"Usado","Econômico"
45806504,"891","HYUNDAI","Tucson",2016,"SUV","Sim","GASOLINA","2","60269 km",4,"Automatico","Dianteira","4-5",24,"Cinza",12,706,3,2020-07-17,"Sim","FM",9,4586,"Usado","Econômico"
45762228,"475","CHEVROLET","Volt",2012,"Hatchback","Sim","Hibrido","1.4","162190 km",4,"Automatico","Dianteira","4-5",11,"Azul",0,4547,5,2022-12-09,"Sim","FM",9,6550,"Usado","Econômico"
45764910,"1053","MERCEDES-BENZ","E 350",2014,"Sedan","Sim","DIESEL","3.5",NA,6,"Automatico","4x4","4-5",31,"Preto",12,30734,1,2022-08-27,"Não","AM",4,3154,"Usado","Médio"
45772001,"1080","CHEVROLET","Traverse",2014,"SUV","Sim","GASOLINA","3.6","174002 km",6,"Automatico","Dianteira","4-5",32,"Prata",12,3920,2,2022-12-05,"Sim","AM",7,6211,"Usado","Econômico"
45793957,"-","MERCEDES-BENZ","E 350",2007,"Sedan","Sim","GASOLINA","3.5",NA,6,"Tiptronic","Traseira","4-5",21,"Preto",6,21326,1,2022-02-18,"Não","FM",7,2514,"Usado","Médio"
45803887,"707","HYUNDAI","Tucson",2011,"SUV","Sim","Diesel","2","161345 km",4,"Automatico","Dianteira","4-5",19,"Prata",4,NA,5,2020-01-14,"Sim","AM",4,2151,"Usado",NA
45617732,"1053","MERCEDES-BENZ","E 350",2014,"Sedan","Sim","Diesel","3.5","146395 km",6,"Automatico","Traseira","4-5",9,"Cinza",12,470,1,2022-04-08,"Não","AM/FM",1,9890,"Usado","Econômico"
45803020,"1077","HYUNDAI","Santa FE",2019,"SUV","Sim","Diesel","2",NA,4,"Automatico","Dianteira","4-5",16,"Branco",4,97401,4,2021-09-09,"Sim","AM",6,4146,"Semi-novo","Luxo"
45809313,"271","HONDA","FIT",2014,"Universal","Sim","Hibrido","1.5","82105 km",4,"Automatico","Dianteira","4-5",19,"Prata",4,17509,3,2020-11-04,"Não","AM",10,9408,"Usado","Econômico"
45797297,"-","BMW","520",1999,"Sedan","Nao","Gasol.","2","300000 km",6,"Manual","Traseira","4-5",15,"Preto",6,6272,2,2020-01-10,"Não","AM",8,6519,"Usado","Econômico"
45283336,"777","TOYOTA","Camry sporti",2014,"Sedan","Sim","Gasolina","2.5","72000 km",4,"Tiptronic","Dianteira","4-5",5,"Preto",12,22266,2,2022-10-01,"Não","AM/FM",6,5042,"Usado","Médio"
45798340,"-","VOLKSWAGEN","Jetta",2016,"Sedan","Sim","GASOLINA","1.8 Turbo","32000 km",4,"Automatico","Dianteira","4-5",12,"Preto",12,25716,2,2021-07-24,"Não","AM/FM",2,6071,"Usado","Médio"
45749217,"-","KIA","RIO",2016,"Hatchback","Nao","Gasolina","1.4","91000 km",4,"Manual","Dianteira","4-5",16,"Prata",6,18817,2,2020-01-05,"Não","AM",1,8264,"Usado","Econômico"
45793607,"1282","CHEVROLET","Captiva",2007,"SUV","Sim","diesel","2","109063 km",4,"Automatico","Dianteira","4-5",20,"Preto",4,7683,2,2021-11-16,"Não","AM",0,4773,"Usado","Econômico"
45808261,"-","INFINITI","G20",2000,"Sedan","Sim","Gasol.","2","444800 km",4,"Automatico","Dianteira","4-5",4,"Branco",2,4600,5,2022-07-11,"Sim","AM/FM",7,6687,"Usado","Econômico"
45383836,"473","CHEVROLET","Sonic",2014,"Sedan","Sim","gasolina","1.4 Turbo","89000 km",4,"Tiptronic","Dianteira","4-5",21,"Preto",10,9722,1,2021-11-01,"Não","AM/FM",9,8129,"Usado","Econômico"
45645632,"394","TOYOTA","Camry",2014,"Sedan","Sim","Hibrido","2.5","109798 km",4,"Automatico","Dianteira","4-5",20,"Branco",12,5488,2,2020-04-06,"Sim","AM/FM",5,5049,"Usado","Econômico"
45790846,"-","LAND ROVER","Discovery",2008,"SUV","Sim","DIESEL","3","256000 km",6,"Automatico","4x4","4-5",21,"Preto",10,9900,3,2020-02-25,"Sim","AM/FM",7,1180,"Usado","Econômico"
45761241,"259","CHEVROLET","Volt",2014,"Hatchback","Sim","Hibrido","1.4","110958 km",4,"Automatico","Dianteira","4-5",4,"Preto",0,220,5,2021-02-23,"Não","AM/FM",0,7835,"Usado","Econômico"
45801186,"-","BMW","545",2004,"Sedan","Sim","Gasol.","4.4","210000 km",8,"Tiptronic","Traseira","4-5",17,"Preto",6,15053,1,2021-06-09,"Sim","AM/FM",3,9778,"Usado","Econômico"
45790501,"781","TOYOTA","Camry",2012,"Sedan","Nao","Hibrido","2.5","165472 km",4,"Automatico","Dianteira","4-5",10,"Cinza",0,23521,5,2021-02-26,"Não","FM",4,6510,"Usado","Médio"
45792915,"641","CHEVROLET","Cruze",2012,"Sedan","Sim","Dies.","2","56290 km",4,"Automatico","Dianteira","4-5",14,"Branco",4,9408,3,2022-05-31,"Não","AM/FM",9,3896,"Usado","Econômico"
45795527,"1268","TOYOTA","Aqua",2012,"Hatchback","Nao","Hibrido","1.5","167000 km",4,"Automatico","Dianteira","4-5",6,"Prata",4,10349,5,2021-12-05,"Não","AM",10,2062,"Usado","Econômico"
45653734,"1646","LEXUS","GX 460",2015,"SUV","Sim","Gasol.","4.6",NA,8,"Automatico","4x4","4-5",26,"Preto",0,314,5,2022-11-29,"Não","AM/FM",1,9798,"Usado","Econômico"
45787282,"-","BMW","550",2012,"Sedan","Sim","GASOLINA","4.4 Turbo","145000 km",8,"Tiptronic","Traseira","4-5",29,"Branco",12,36065,1,2022-01-27,"Sim","AM/FM",0,8299,"Usado","Médio"
45729812,"971","SSANGYONG","REXTON",2016,"SUV","Sim","Dies.","2.2","197826 km",4,"Automatico","Dianteira","4-5",11,"Preto",4,NA,3,2020-09-25,"Sim","FM",2,1108,"Usado",NA
45604748,"1408","FORD","Transit",2007,"Microonibus","Nao","Dies.","2.2","214000 km",4,"Manual","Dianteira","4-5",3,"Azul",2,18189,4,2021-06-24,"Não","AM/FM",6,7055,"Usado","Econômico"
45789857,"-","MERCEDES-BENZ","E 270",2000,"Sedan","Sim","Diesel","2.7 Turbo","320000 km",5,"Tiptronic","Traseira","4-5",28,"Prata",0,12858,2,2022-09-29,"Não","AM/FM",7,3465,"Usado","Econômico"
45553251,"-","MITSUBISHI","Outlander",2006,"SUV","Nao","Gasol.","3","272000 km",6,"Tiptronic","4x4","4-5",6,"Roxo",6,13172,3,2022-06-08,"Sim","FM",10,9091,"Usado","Econômico"
42094534,"779","TOYOTA","Camry SE",2013,"Sedan","Sim","Gasolina","2.5","140298 km",4,"Automatico","Dianteira","4-5",28,"Preto",10,19130,2,2022-11-06,"Não","AM/FM",3,2518,"Usado","Econômico"
45223372,"-","MERCEDES-BENZ","CLK 320",2000,"Cupê","Sim","gasolina","3.2","165000 km",6,"Tiptronic","Traseira","2-3",4,"Preto",8,11917,3,2022-08-07,"Sim","AM/FM",4,6454,"Usado","Econômico"
45794538,"-","VAZ","2121 (Niva)",1984,"SUV","Nao","GASOLINA","1.6",NA,4,"Manual","4x4","4-5",23,"Branco",10,1800,2,2021-01-24,"Sim","FM",6,6752,"Usado","Econômico"
45645029,"1172","TOYOTA","Highlander",2011,"Sedan","Sim","Hibrido","3.5","368064 km",6,"Automatico","4x4","4-5",32,"Cinza",12,21639,2,2020-09-23,"Sim","AM/FM",2,4235,"Usado","Médio"
45797613,"531","HYUNDAI","Elantra",2012,"Sedan","Sim","gasolina","1.6","75300 km",4,"Automatico","Dianteira","4-5",13,"Preto",4,20005,4,2020-04-28,"Não","AM/FM",1,4728,"Usado","Médio"
45780230,"-","TOYOTA","Aqua",2013,"Hatchback","Nao","Hibrido","1.5","170000 km",4,"Variator","Dianteira","4-5",30,"Prata",4,13799,1,2021-01-04,"Não","AM/FM",6,4121,"Usado","Econômico"
45658701,"1646","LEXUS","GX 460",2015,"Sedan","Sim","GASOLINA","4.6","129931 km",8,"Automatico","4x4","4-5",22,"Preto",0,784,1,2022-04-02,"Não","FM",1,7473,"Usado","Econômico"
45798582,"-","OPEL","Astra",1994,"Sedan","Nao","Gasol.","1.6","0 km",4,"Manual","Dianteira","2-3",12,"Verde",2,2300,2,2022-09-15,"Não","FM",0,1422,"Usado","Econômico"
45793764,"-","TOYOTA","Prius",2013,"Hatchback","Nao","Hibrido","1.8","114000 km",4,"Variator","Dianteira","4-5",9,"Branco",12,23592,5,2021-01-05,"Sim","FM",9,3034,"Usado","Médio"
45802191,"777","HYUNDAI","H1",2014,"Minivan","Sim","Diesel","2.5",NA,4,"Automatico","Dianteira","4-5",6,"Prata",4,34607,3,2022-01-04,"Sim","AM",7,8590,"Usado","Médio"
45780261,"893","HYUNDAI","I30",2008,"Vagao de carga","Nao","Diesel","1.6 Turbo","206000 km",4,"Manual","Dianteira","4-5",10,"Preto",8,11917,1,2020-05-23,"Não","AM/FM",2,2514,"Usado","Econômico"
45323310,"-","INFINITI","FX35",2002,"SUV","Sim","GASOLINA","3.5","190000 km",4,"Automatico","4x4","4-5",6,"Preto",6,12544,3,2022-10-03,"Não","FM",5,8712,"Usado","Econômico"
45810380,"1017","CHEVROLET","Malibu",2017,"Sedan","Sim","Gasolina","2","93087 km",4,"Automatico","Dianteira","4-5",8,"Prata",4,45210,4,2021-03-16,"Sim","AM/FM",8,5614,"Usado","Médio"
45656425,"915","BMW","X5",2014,"SUV","Sim","DIESEL","3","0 km",6,"Automatico","4x4","4-5",6,"Preto",0,10349,5,2021-08-22,"Sim","AM",10,9091,"Usado","Econômico"
45810175,"1399","LEXUS","RX 450",2010,"SUV","Sim","Hibrido","3.5","186005 km",6,"Automatico","4x4","4-5",27,"Prata",12,13172,5,2020-01-01,"Sim","AM/FM",7,2935,"Usado","Econômico"
45772371,"1172","MERCEDES-BENZ","E 350",2011,"Sedan","Sim","Diesel","3.5","230696 km",6,"Automatico","4x4","4-5",19,"Preto",12,627,5,2021-09-02,"Sim","AM/FM",8,9345,"Usado","Econômico"
45809932,"584","CHEVROLET","Cruze",2014,"Sedan","Sim","Gasolina","1.8",NA,4,"Automatico","Dianteira","4-5",21,"Prata",4,10914,5,2022-01-20,"Não","AM/FM",7,3053,"Usado","Econômico"
45815773,"-","HONDA","Elysion",2005,"Minivan","Nao","Gasolina","3","175000 km",8,"Automatico","Dianteira","4-5",2,"Branco",2,NA,1,2021-11-14,"Sim","AM/FM",8,8580,"Usado",NA
45808957,"687","DAEWOO","Lacetti",2010,"Sedan","Sim","Gasolina","1.6","181421 km",4,"Automatico","Dianteira","4-5",9,"Branco",4,7517,4,2022-01-24,"Sim","AM/FM",8,3231,"Usado","Econômico"
45770520,"-","TOYOTA","Prius",2011,"Hatchback","Sim","Hibrido","1.8 Turbo","135000 km",4,"Variator","Dianteira","4-5",25,"Prata",12,25089,3,2020-05-07,"Sim","AM/FM",8,7940,"Usado","Médio"
45816132,"749","HYUNDAI","Sonata",2014,"Sedan","Sim","GASOLINA","2.4","225734 km",4,"Automatico","Dianteira","4-5",5,"Azul",12,1725,3,2022-05-30,"Sim","AM/FM",4,7243,"Usado","Econômico"
45812222,"-","PORSCHE","Cayenne",2009,"SUV","Sim","diesel","3.0 Turbo","195000 km",6,"Tiptronic","4x4","4-5",3,"Preto",8,36065,1,2022-06-27,"Sim","AM",3,8326,"Usado","Médio"
45793109,"-","MERCEDES-BENZ","GLS 450",2018,"SUV","Sim","Gasolina","3","31000 km",6,"Tiptronic","4x4","4-5",19,"Preto",0,156805,4,2022-04-10,"Sim","AM/FM",9,5710,"Semi-novo","Muito Luxo"
45761305,"781","TOYOTA","RAV 4",2012,"SUV","Nao","Gasolina","2.5","177600 km",4,"Automatico","Dianteira","4-5",31,"Preto",11,23678,1,2020-11-10,"Não","FM",9,6679,"Usado","Médio"
45769371,"1058","TOYOTA","Highlander",2012,"SUV","Sim","GASOLINA","3.5","140966 km",6,"Automatico","4x4","4-5",31,"Preto",12,23521,5,2020-05-08,"Não","AM",9,9221,"Usado","Médio"
45815873,"862","FORD","Fusion",2011,"Sedan","Sim","GASOLINA","2.5","174899 km",4,"Automatico","Dianteira","4-5",16,"Branco",12,2038,3,2022-12-09,"Sim","AM",6,5505,"Usado","Econômico"
45769092,"1817","TOYOTA","Tacoma",2020,"Sedan","Sim","gasolina","3.5","1669 km",6,"Automatico","4x4","4-5",31,"Preto",12,31675,4,2020-02-09,"Não","AM",10,2573,"Semi-novo","Médio"
45646962,"915","BMW","X6",2014,"SUV","Sim","Gasol.","3",NA,6,"Automatico","4x4","4-5",13,"Branco",12,6899,2,2022-10-27,"Sim","AM/FM",1,5407,"Usado","Econômico"
44166470,"-","MERCEDES-BENZ","E 350",2013,"Sedan","Sim","Diesel","3.5 Turbo","181000 km",8,"Tiptronic","Traseira","4-5",26,"Cinza",0,66902,4,2020-04-14,"Sim","FM",8,9144,"Usado","Luxo"
45768386,"1537","TOYOTA","Highlander",2009,"Sedan","Sim","Hibrido","3.3","318358 km",6,"Automatico","4x4","4-5",17,"Preto",12,1019,5,2020-08-09,"Não","AM/FM",7,4287,"Usado","Econômico"
45777739,"-","FORD","Escape",2007,"SUV","Nao","Hibrido","2.3","261000 km",4,"Automatico","4x4","4-5",6,"Branco",7,14900,1,2022-10-08,"Não","FM",8,4125,"Usado","Econômico"
45648783,"1399","LEXUS","RX 450",2010,"SUV","Sim","Hibrido","3.5","186005 km",6,"Automatico","4x4","4-5",19,"Prata",12,13328,5,2022-05-17,"Não","AM/FM",8,3256,"Usado","Econômico"
45541332,"777","MAZDA","Mazda 6",2014,"Sedan","Nao","Gasolina","2.5","125000 km",4,"Automatico","Dianteira","4-5",22,"Cinza",12,24148,2,2021-03-15,"Não","AM",7,1769,"Usado","Médio"
45647817,"1018","BMW","X5",2011,"SUV","Sim","Diesel","3","213195 km",6,"Automatico","4x4","4-5",13,"Marrom",0,392,2,2020-10-06,"Não","AM/FM",8,8757,"Usado","Econômico"
45771964,"-","TOYOTA","Prius",2014,"Hatchback","Nao","Hibrido","1.8","99040 km",4,"Variator","Dianteira","4-5",14,"Branco",8,21012,3,2020-01-01,"Não","AM",3,5279,"Usado","Médio"
45809844,"501","TOYOTA","Aqua",2014,"Hatchback","Sim","Gasolina","1.5","99249 km",4,"Automatico","Dianteira","4-5",17,"Branco",4,13184,3,2022-10-27,"Não","AM",0,4378,"Usado","Econômico"
45729941,"831","SSANGYONG","Actyon",2017,"SUV","Sim","Gasolina","1.6","72052 km",4,"Automatico","Dianteira","4-5",21,"Marrom",4,37837,4,2021-06-17,"Sim","AM/FM",0,3539,"Usado","Médio"
45801277,"-","OPEL","Vectra",1996,"Sedan","Nao","Gasol.","1.8","442000 km",4,"Manual","Dianteira","4-5",11,"Azul",4,NA,5,2021-06-21,"Sim","FM",7,2810,"Usado",NA
45775328,"1452","OPEL","Vectra",1993,"Sedan","Nao","Diesel","1.7","0 km",4,"Manual","Dianteira","4-5",30,"Cinza",0,2600,2,2022-11-04,"Sim","AM",1,7313,"Usado","Econômico"
45661252,"1399","LEXUS","RX 450",2010,"SUV","Sim","Hibrido","3.5","167222 km",6,"Automatico","4x4","4-5",12,"Preto",12,5018,1,2021-05-05,"Sim","AM",10,7091,"Usado","Econômico"
45781574,"-","OPEL","Astra",1998,"Universal","Nao","gasolina","1.6","260000 km",4,"Manual","Dianteira","4-5",16,"Azul",2,8154,5,2021-10-21,"Não","AM",6,4416,"Usado","Econômico"
45291946,"862","TOYOTA","Camry",2011,"Sedan","Nao","Gasolina","2.5","114000 km",4,"Automatico","Dianteira","4-5",11,"Preto",8,21636,4,2022-08-29,"Sim","FM",2,1218,"Usado","Médio"
45764270,"1664","TOYOTA","Tundra",2013,"SUV","Sim","Gasolina","5.7","357933 km",8,"Automatico","4x4","4-5",10,"Cinza",12,23207,1,2021-07-03,"Não","AM/FM",9,5240,"Usado","Médio"
45642694,"607","TOYOTA","Camry",2019,"Sedan","Sim","Hibrido","2.5","9626 km",4,"Automatico","Dianteira","4-5",25,"Preto",12,3450,3,2021-03-28,"Sim","FM",1,5859,"Semi-novo","Econômico"
45807394,"1975","MERCEDES-BENZ","S 550",2016,"Cupê","Sim","Gasolina","4.7","50693 km",8,"Automatico","4x4","2-3",22,"Red",10,72758,3,2021-12-29,"Sim","AM",4,5554,"Usado","Luxo"
45807458,"-","BMW","X5 4,4i",2001,"SUV","Sim","Gasolina","4.4","220000 km",8,"Tiptronic","4x4","4-5",11,"Preto",8,10000,1,2022-03-02,"Sim","AM",6,1491,"Usado","Econômico"
45730715,"333","SUBARU","XV",2014,"SUV","Sim","Hibrido","2","127637 km",4,"Automatico","4x4","4-5",31,"Branco",0,1098,3,2022-10-08,"Não","AM",3,7623,"Usado","Econômico"
45815189,"934","TOYOTA","Camry",2015,"Sedan","Sim","Gasolina","2.5","173101 km",4,"Automatico","Dianteira","4-5",4,"Prata",12,1568,1,2021-01-22,"Sim","AM",3,4951,"Usado","Econômico"
42320481,"-","MITSUBISHI","Pajero Mini",2010,"SUV","Nao","gasolina","0.7 Turbo","77000 km",4,"Automatico","4x4","4-5",14,"Branco",10,9408,3,2022-03-04,"Sim","AM/FM",0,2695,"Usado","Econômico"
45809716,"595","TOYOTA","Aqua",2015,"Hatchback","Sim","gasolina","1.5","31000 km",4,"Automatico","Dianteira","4-5",9,"Preto",4,NA,5,2020-03-17,"Sim","AM",3,9913,"Usado",NA
45809490,"501","TOYOTA","Aqua",2014,"Hatchback","Sim","Gasol.","1.5","157988 km",4,"Automatico","Dianteira","4-5",22,"Red",4,13764,5,2022-05-25,"Não","AM/FM",4,6090,"Usado","Econômico"
45798420,"1185","TOYOTA","Camry",2009,"Sedan","Nao","Gasol.","2.5","130000 km",4,"Automatico","Dianteira","4-5",11,"Red",8,12544,1,2020-01-02,"Sim","AM",10,3597,"Usado","Econômico"
45018993,"-","MERCEDES-BENZ","C 250",2013,"Sedan","Sim","Gasolina","1.8 Turbo","71000 km",4,"Automatico","Traseira","4-5",14,"Branco",0,27911,1,2021-06-16,"Não","AM",2,2591,"Usado","Médio"
45802851,"1076","HYUNDAI","Santa FE",2020,"SUV","Sim","Diesel","2","6631 km",4,"Automatico","Dianteira","4-5",9,"Cinza",4,90919,3,2021-01-26,"Não","AM/FM",10,2796,"Semi-novo","Luxo"
45730687,"730","SSANGYONG","Actyon",2016,"SUV","Sim","DIESEL","1.6","94300 km",4,"Automatico","Dianteira","4-5",23,"Branco",4,32973,5,2020-07-06,"Não","FM",3,5441,"Usado","Médio"
45769523,"836","TOYOTA","Tacoma",2012,"Sedan","Sim","Gasol.","2.7","394069 km",4,"Automatico","Traseira","4-5",17,"Preto",12,627,5,2021-05-18,"Não","AM",9,7261,"Usado","Econômico"
45809766,"640","CHEVROLET","Cruze",2013,"Sedan","Sim","DIESEL","2","186872 km",4,"Automatico","Dianteira","4-5",12,"Marrom",4,14746,4,2020-07-11,"Não","FM",8,8281,"Usado","Econômico"
45791833,"640","FORD","Fusion",2013,"Sedan","Sim","Hibrido","2","141000 km",4,"Automatico","Dianteira","4-5",25,"Vermelho",8,21012,4,2022-02-07,"Sim","AM/FM",7,2050,"Usado","Médio"
45658969,"919","MERCEDES-BENZ","ML 350",2012,"SUV","Sim","Diesel","3","145227 km",6,"Automatico","4x4","4-5",29,"Cinza",12,157,5,2021-06-18,"Sim","FM",5,4208,"Usado","Econômico"
45539053,"-","LAND ROVER","Range Rover Evoque",2016,"SUV","Sim","gasolina","2.0 Turbo","64000 km",4,"Automatico","4x4","4-5",23,"Preto",6,NA,1,2021-01-31,"Não","AM",4,4456,"Usado",NA
45768250,"-","BMW","320 2.2",2001,"Sedan","Nao","Gasolina","2.2",NA,6,"Manual","Traseira","4-5",5,"Azul ceu",2,8467,4,2021-01-20,"Sim","AM",9,6636,"Usado","Econômico"
45620614,"1058","MERCEDES-BENZ","E 350",2012,"Sedan","Sim","Dies.","3.5","174253 km",6,"Automatico","4x4","4-5",26,"Preto",12,157,5,2021-10-03,"Não","AM/FM",6,8884,"Usado","Econômico"
45806340,"1368","RENAULT","Megane 19",1996,"Cupê","Nao","GASOLINA","1.6","170000 km",4,"Manual","Dianteira","2-3",15,"Red",2,2000,4,2022-12-05,"Não","AM/FM",5,7691,"Usado","Econômico"
45140637,"-","MERCEDES-BENZ","E 350",2007,"Sedan","Sim","Gasolina","3.5","238400 km",6,"Tiptronic","Traseira","4-5",19,"Prata",8,17562,4,2021-01-17,"Não","FM",10,1281,"Usado","Econômico"
45416979,"1399","MERCEDES-BENZ","E 350 AMG",2010,"Sedan","Sim","gasolina","3.5","76000 km",6,"Tiptronic","Traseira","4-5",31,"Branco",8,39201,5,2021-10-25,"Sim","FM",4,2733,"Usado","Médio"
45774065,"-","MERCEDES-BENZ","E 200",1999,"Sedan","Nao","Gás Natural","2","165000 km",4,"Manual","Traseira","4-5",21,"Branco",6,7840,5,2020-07-23,"Não","AM",1,9220,"Usado","Econômico"
45803106,"707","HYUNDAI","Sonata",2011,"Sedan","Sim","gasolina","2","161830 km",4,"Automatico","Dianteira","4-5",2,"Branco",4,13523,3,2021-03-28,"Não","FM",7,2341,"Usado","Econômico"
45607939,"730","NISSAN","Juke",2016,"SUV","Sim","Gasolina","1.6","181997 km",4,"Automatico","4x4","4-5",16,"Preto",0,2117,3,2021-10-09,"Sim","FM",4,5543,"Usado","Econômico"
45804847,"639","HYUNDAI","Sonata",2014,"Sedan","Sim","GASOLINA","2","129445 km",4,"Automatico","Dianteira","4-5",3,"Prata",10,13172,4,2020-12-19,"Não","AM/FM",8,8911,"Usado","Econômico"
45798343,"-","MERCEDES-BENZ","S 320",2001,"Sedan","Sim","Gasolina","3.2","235000 km",6,"Tiptronic","Traseira","4-5",5,"Branco",8,3763,5,2020-04-20,"Não","AM",2,3553,"Usado","Econômico"
44253811,"781","CHEVROLET","Cruze LS",2018,"Sedan","Nao","Gasolina","1.4 Turbo","12532 km",4,"Automatico","Dianteira","4-5",20,"Preto",8,16621,4,2022-11-27,"Não","AM/FM",0,1985,"Semi-novo","Econômico"
45648555,"1537","TOYOTA","Highlander",2009,"SUV","Sim","Hibrido","3.3","251278 km",6,"Automatico","4x4","4-5",18,"Verde",12,7997,3,2021-06-26,"Sim","FM",3,1265,"Usado","Econômico"
45793606,"456","TOYOTA","Camry HYBRID",2015,"Sedan","Nao","Hibrido","2.5","193000 km",4,"Variator","Dianteira","4-5",31,"Preto",12,27911,1,2020-11-11,"Não","AM/FM",3,5125,"Usado","Médio"
45809298,"595","HONDA","FIT",2015,"Universal","Sim","Gasolina","1.5",NA,4,"Automatico","Dianteira","4-5",3,"Prata",4,7828,3,2022-05-04,"Sim","FM",10,2299,"Usado","Econômico"
45451864,"878","TOYOTA","Prius",2009,"Sedan","Nao","Hibrido","1.8","200000 km",4,"Variator","Dianteira","4-5",19,"Prata",0,NA,5,2021-05-08,"Sim","AM",6,3196,"Usado",NA
45798141,"-","BMW","645 CI",2004,"Cupê","Sim","Gasolina","4.4","121000 km",8,"Tiptronic","Traseira","2-3",7,"Cinza",8,15681,4,2020-08-18,"Não","AM",5,4223,"Usado","Econômico"
45816517,"639","HYUNDAI","Elantra",2014,"Hatchback","Sim","Gasolina","2","100037 km",4,"Automatico","Dianteira","4-5",23,"Prata",12,NA,1,2021-01-15,"Sim","AM",4,8947,"Usado",NA
45814482,"-","LEXUS","CT 200h",2011,"Hatchback","Sim","Hibrido","1.8","119000 km",4,"Variator","Dianteira","4-5",28,"Branco",0,24775,4,2022-03-10,"Sim","AM",8,6887,"Usado","Médio"
45774874,"640","FORD","Fusion",2013,"Sedan","Sim","Hibrido","2","130000 km",4,"Automatico","Dianteira","4-5",6,"Preto",6,27284,1,2021-03-06,"Não","FM",2,6689,"Usado","Médio"
45771649,"584","KIA","Avella",2014,"Sedan","Sim","gasolina","1.8","185334 km",4,"Automatico","Dianteira","4-5",25,"Prata",11,862,1,2022-08-31,"Não","FM",10,7268,"Usado","Econômico"
