ID,Débitos,Fabricante,Modelo,Ano,Categoria,Couro,Combustivel,Volume_motor,Km,Cilindros,Tipo_cambio,Tração,Portas,Rodas,Cor,Airbags,Preco,Numero_proprietarios,Data_ultima_lavagem,Adesivos_personalizados,Radio_AM_FM,Historico_troca_oleo,Codigo_concessionaria,Classificacao_Veiculo,Faixa_Preco,Dias_desde_lavagem
45797866,1347,HYUNDAI,H1,2008,Minivan,Sim,Diesel,2.5,134955.0,4,Automatico,Dianteira,4-5,29,Prata,4,24860.0,4,2021-05-25,Não,AM,7,7232,Usado,Médio,1803
45770278,781,TOYOTA,Camry,2012,Sedan,Sim,Gasolina,2.5,200000.0,6,Automatico,Traseira,4-5,20,Branco,0,22894.0,2,2020-10-31,Não,FM,2,4461,Usado,Médio,2009
45806842,1820,LEXUS,ES 350,2019,Sedan,Sim,Gasolina,3.5,13147.0,6,Automatico,Dianteira,4-5,24,Branco,12,10349.0,4,2021-01-06,Sim,FM,2,4405,Semi-novo,Econômico,1942
43790286,2236,MAZDA,Atenza,2015,Sedan,Sim,Diesel,2.2,,4,Tiptronic,Dianteira,4-5,1,Preto,8,17000.0,5,2022-07-02,Não,FM,2,7734,Usado,Econômico,1400
45769420,1172,MERCEDES-BENZ,E 350,2011,Sedan,Sim,Diesel,3.5,,6,Automatico,Traseira,4-5,11,Prata,12,314.0,2,2021-12-10,Não,AM/FM,0,9279,Usado,Econômico,1604
43652825,0,MERCEDES-BENZ,G 300,1988,SUV,Nao,Diesel,2.9,138000.0,4,Manual,4x4,2-3,5,Preto,2,15681.0,4,2020-03-11,Sim,AM,9,2615,Usado,Econômico,2243
45465393,0,VOLKSWAGEN,Jetta,2002,Sedan,Nao,Gasolina,2.0,20000.0,4,Manual,Dianteira,4-5,12,Preto,6,7100.0,3,2021-11-04,Sim,AM/FM,10,1268,Usado,Econômico,1640
45733638,1079,HYUNDAI,Sonata,2018,Sedan,Sim,Gasolina,2.0,50310.0,4,Automatico,Dianteira,4-5,24,Cinza,4,55932.0,1,2020-10-30,Sim,AM,3,4547,Semi-novo,Luxo,2010
45713468,0,LEXUS,RX 450 H,2010,SUV,Sim,Híbrido,3.5,180800.0,8,Automatico,Dianteira,4-5,26,Prata,8,37633.0,4,2020-11-25,Não,FM,3,2109,Usado,Médio,1984
45813014,645,TOYOTA,Prius,2011,Hatchback,Sim,Híbrido,1.8,230939.0,4,Automatico,Dianteira,4-5,22,Azul,12,251.0,5,2020-12-28,Sim,AM/FM,9,5936,Usado,Econômico,1951
44998607,738,CHEVROLET,Cruze LT,2017,Sedan,Nao,Gasolina,1.4,89620.0,4,Automatico,Dianteira,4-5,9,Azul ceu,8,14113.0,3,2020-03-24,Não,AM/FM,9,5531,Usado,Econômico,2230
45668901,0,JEEP,Liberty,2002,SUV,Nao,Gasolina,3.7,,6,Automatico,4x4,4-5,29,Prata,4,,4,2020-10-10,Não,AM,8,4533,Usado,,2030
45815348,1273,LEXUS,RX 350,2015,SUV,Sim,Gasolina,3.5,71939.0,6,Automatico,4x4,4-5,7,Preto,12,3293.0,2,2021-02-19,Sim,AM,2,1441,Usado,Econômico,1898
45730049,707,SSANGYONG,REXTON,2011,SUV,Sim,Diesel,2.0,162977.0,4,Automatico,Dianteira,4-5,24,Prata,4,24123.0,1,2020-10-10,Sim,FM,2,9402,Usado,Médio,2030
45802146,0,OPEL,Agila,2001,Sedan,Nao,Gasolina,1.0,184592.0,3,Manual,Dianteira,4-5,4,Azul,4,3800.0,1,2022-07-02,Sim,FM,7,7539,Usado,Econômico,1400
45763544,1185,FORD,Escape,2009,SUV,Sim,Híbrido,2.5,,4,Automatico,Dianteira,4-5,17,Preto,0,188.0,2,2022-01-06,Não,AM/FM,3,5850,Usado,Econômico,1577
45178867,1058,TOYOTA,Highlander sport,2012,SUV,Sim,Gasolina,3.5,134114.0,6,Automatico,4x4,4-5,8,Branco,10,37633.0,2,2020-06-25,Sim,AM,0,9390,Usado,Médio,2137
45794285,639,FORD,Focus,2014,Hatchback,Nao,Gasolina,2.0,13000.0,4,Manual,Dianteira,4-5,31,Branco,8,14113.0,5,2020-09-13,Sim,AM/FM,3,9113,Usado,Econômico,2057
45617872,1055,MERCEDES-BENZ,E 350,2013,Sedan,Sim,Diesel,3.5,237158.0,6,Automatico,4x4,4-5,13,Preto,12,157.0,4,2020-06-15,Sim,AM,5,7196,Usado,Econômico,2147
45792182,639,KIA,Avella,2014,Sedan,Sim,Gasolina,2.0,,4,Automatico,Dianteira,4-5,14,Preto,12,1882.0,3,2020-08-21,Não,AM,8,4507,Usado,Econômico,2080
45802586,765,HYUNDAI,Santa FE,2015,SUV,Sim,Diesel,2.0,99000.0,4,Automatico,Dianteira,4-5,25,Cinza,4,39559.0,2,2021-02-18,Sim,AM,7,3489,Usado,Médio,1899
45813697,574,HONDA,Civic,2010,Sedan,Sim,Híbrido,1.3,264132.0,4,Automatico,Dianteira,4-5,11,Prata,12,470.0,2,2022-04-04,Não,FM,3,2695,Usado,Econômico,1489
45782189,353,TOYOTA,Prius,2015,Hatchback,Nao,Híbrido,1.8,118410.0,4,Tiptronic,Dianteira,4-5,1,Prata,12,12544.0,3,2020-11-30,Sim,AM/FM,6,1946,Usado,Econômico,1979
45784011,0,MERCEDES-BENZ,E 320,2000,Sedan,Sim,Gasolina,3.2,111111.0,6,Tiptronic,Traseira,4-5,12,Preto,6,7840.0,2,2020-10-22,Não,AM/FM,5,3005,Usado,Econômico,2018
45042656,0,NISSAN,Teana,2008,Sedan,Nao,Gasolina,3.5,160000.0,6,Variator,Dianteira,4-5,8,Prata,4,12500.0,5,2020-11-12,Não,AM/FM,3,8665,Usado,Econômico,1997
45763568,1185,FORD,Escape,2009,SUV,Sim,Híbrido,2.5,,4,Automatico,Dianteira,4-5,23,Branco,0,220.0,2,2021-09-01,Não,AM,9,3190,Usado,Econômico,1704
45728539,765,SSANGYONG,REXTON,2015,SUV,Sim,Diesel,2.0,59077.0,4,Automatico,Dianteira,4-5,22,Preto,4,45633.0,3,2021-01-23,Não,AM/FM,7,6286,Usado,Médio,1925
45769641,1324,TOYOTA,Highlander,2010,Sedan,Sim,Híbrido,3.3,226198.0,6,Automatico,4x4,4-5,27,Verde,12,1725.0,4,2021-02-18,Não,AM,1,8521,Usado,Econômico,1899
45742214,0,BMW,X5,2001,SUV,Sim,Gás Natural,4.4,3000.0,8,Automatico,4x4,4-5,8,Preto,16,,5,2020-01-10,Sim,AM/FM,6,5024,Usado,,2304
45789030,862,TOYOTA,Camry,2011,Sedan,Sim,Gasolina,2.5,165222.0,4,Automatico,Dianteira,4-5,19,Preto,8,15681.0,3,2020-08-22,Sim,AM/FM,5,5027,Usado,Econômico,2079
45730191,730,SSANGYONG,Actyon,2016,SUV,Sim,Diesel,1.6,,4,Automatico,Dianteira,4-5,17,Azul,4,39797.0,4,2020-08-27,Não,AM,1,2605,Usado,Médio,2074
44915851,0,NISSAN,Elgrand,2004,Minivan,Nao,Gás Natural,3.5,215000.0,6,Tiptronic,Traseira,4-5,26,Branco,4,80.0,5,2020-10-04,Sim,AM,1,6142,Usado,Econômico,2036
45808872,531,CHEVROLET,Aveo,2012,Hatchback,Sim,Gasolina,1.6,46000.0,4,Automatico,Dianteira,4-5,17,Red,4,13297.0,1,2021-11-15,Sim,AM,2,5222,Usado,Econômico,1629
45797236,1537,HYUNDAI,Genesis,2009,Sedan,Sim,Gasolina,3.3,159747.0,4,Automatico,Dianteira,4-5,2,Preto,4,12231.0,2,2020-07-22,Não,AM/FM,10,5735,Usado,Econômico,2110
45771988,1829,SUBARU,Forester,2006,SUV,Sim,Gasolina,2.5,262298.0,4,Automatico,4x4,4-5,29,Azul,12,1098.0,3,2021-07-01,Sim,AM/FM,2,6462,Usado,Econômico,1766
45792403,764,KIA,Optima,2016,Sedan,Sim,Diesel,1.7,30177.0,4,Automatico,Dianteira,4-5,3,Branco,4,35908.0,5,2020-11-19,Não,FM,5,8838,Usado,Médio,1990
45771131,353,TOYOTA,Prius,2015,SUV,Sim,Híbrido,1.8,,4,Automatico,Dianteira,4-5,24,Branco,12,2038.0,1,2022-04-18,Não,AM/FM,4,3731,Usado,Econômico,1475
45641230,609,TOYOTA,Camry,2018,Sedan,Sim,Híbrido,2.5,127515.0,4,Automatico,Dianteira,4-5,1,Preto,12,9722.0,2,2021-06-24,Sim,FM,0,1648,Semi-novo,Econômico,1773
45729952,530,HYUNDAI,Elantra,2013,Sedan,Sim,Gasolina,1.6,94415.0,4,Automatico,Dianteira,4-5,19,Preto,4,26475.0,3,2022-01-05,Não,AM/FM,10,2704,Usado,Médio,1578
41767828,0,TOYOTA,Prius,2009,Hatchback,Nao,Híbrido,1.8,124000.0,4,Automatico,Dianteira,4-5,4,Preto,6,16935.0,2,2021-07-29,Sim,AM,8,7221,Usado,Econômico,1738
45778886,0,SUBARU,Forester,2002,Universal,Sim,Gás Natural,2.5,237688.0,4,Automatico,4x4,4-5,28,Preto,2,8467.0,2,2020-06-20,Sim,AM/FM,5,5534,Usado,Econômico,2142
45454835,642,FORD,Focus TITANIUM,2012,Hatchback,Sim,Gasolina,2.0,155607.0,4,Automatico,Dianteira,4-5,4,Preto,4,16935.0,4,2022-06-11,Sim,FM,5,4899,Usado,Econômico,1421
45795702,0,TOYOTA,Vitz,2007,Hatchback,Nao,Gasolina,1.3,125000.0,4,Variator,Dianteira,4-5,23,Azul ceu,2,10036.0,1,2021-09-02,Não,FM,6,4476,Usado,Econômico,1703
45732809,836,HYUNDAI,Sonata,2010,Sedan,Sim,Gasolina,2.0,152566.0,4,Automatico,Dianteira,4-5,11,Cinza,4,15850.0,2,2021-05-06,Sim,FM,0,1221,Usado,Econômico,1822
45284940,0,NISSAN,Serena,2003,Minivan,Nao,Gasolina,2.0,,4,Automatico,Dianteira,4-5,23,Azul ceu,8,7683.0,3,2020-01-02,Sim,AM,5,4085,Usado,Econômico,2312
45760603,0,JEEP,Wrangler,2011,SUV,Nao,Gasolina,3.8,120000.0,6,Manual,4x4,2-3,15,Branco,2,45473.0,3,2021-02-16,Sim,FM,6,5997,Usado,Médio,1901
45805742,642,FORD,Focus,2012,Sedan,Sim,Gasolina,2.0,121000.0,4,Automatico,Dianteira,4-5,31,Preto,10,10976.0,5,2022-06-16,Não,FM,7,8154,Usado,Econômico,1416
43968112,0,HONDA,FIT,2005,Hatchback,Nao,Gasolina,1.5,183000.0,4,Tiptronic,Dianteira,4-5,22,Prata,5,35.0,3,2021-06-18,Sim,AM/FM,0,4621,Usado,Econômico,1779
45622826,0,MERCEDES-BENZ,C 180,1995,Sedan,Nao,Gás Natural,1.8,200000.0,4,Manual,Traseira,4-5,25,Prata,2,4077.0,4,2022-01-18,Sim,FM,7,8750,Usado,Econômico,1565
45732818,836,HYUNDAI,Sonata,2010,Sedan,Sim,Gasolina,2.0,170000.0,4,Automatico,Dianteira,4-5,11,Preto,4,14069.0,5,2020-02-17,Sim,AM,6,4509,Usado,Econômico,2266
45576301,0,PORSCHE,Cayenne,2012,SUV,Sim,Gasolina,3.6,91000.0,6,Tiptronic,4x4,4-5,6,Branco,12,55823.0,4,2022-12-21,Não,FM,4,4861,Usado,Luxo,1228
45810097,501,TOYOTA,Aqua,2014,Sedan,Sim,Gasolina,1.5,51000.0,4,Automatico,Dianteira,4-5,7,Branco,4,38975.0,1,2020-07-05,Não,AM/FM,8,4477,Usado,Médio,2127
45813631,394,TOYOTA,Avalon,2014,Sedan,Sim,Híbrido,2.5,189216.0,4,Automatico,Dianteira,4-5,8,Preto,12,706.0,5,2022-03-08,Sim,FM,1,7031,Usado,Econômico,1516
45776035,0,HYUNDAI,Elantra,2011,Sedan,Nao,Gasolina,1.8,,4,Tiptronic,Dianteira,4-5,28,Branco,9,17249.0,4,2021-06-15,Não,AM/FM,7,8978,Usado,Econômico,1782
45813274,697,HYUNDAI,Elantra,2015,Sedan,Sim,Gasolina,1.8,96000.0,4,Tiptronic,Dianteira,4-5,3,Prata,16,19444.0,3,2020-07-24,Não,AM,3,4086,Usado,Econômico,2108
45802931,891,HYUNDAI,Santa FE,2016,SUV,Sim,Diesel,2.0,175089.0,4,Automatico,Dianteira,4-5,25,Branco,4,40390.0,4,2021-06-26,Sim,AM/FM,1,9352,Usado,Médio,1771
41885339,0,HYUNDAI,Elantra,2015,Sedan,Nao,Gasolina,1.8,96000.0,4,Tiptronic,Dianteira,4-5,13,Cinza,8,70.0,4,2021-10-27,Sim,FM,1,9828,Usado,Econômico,1648
43760863,397,TOYOTA,Prius,2016,Hatchback,Nao,Híbrido,1.8,74098.0,4,Automatico,Dianteira,4-5,19,Prata,8,18817.0,5,2020-09-10,Sim,AM/FM,9,5907,Usado,Econômico,2060
45655995,1055,LEXUS,RX 450,2013,SUV,Sim,Híbrido,3.5,138038.0,6,Automatico,Dianteira,4-5,4,Branco,12,1019.0,1,2020-06-16,Não,AM/FM,4,4508,Usado,Econômico,2146
45661418,1055,LEXUS,RX 450,2013,SUV,Sim,Híbrido,3.5,361603.0,6,Automatico,Dianteira,4-5,15,Preto,12,941.0,5,2020-10-11,Sim,AM/FM,3,5735,Usado,Econômico,2029
45748211,0,AUDI,Q5,2010,SUV,Sim,Gasolina,3.2,150000.0,6,Tiptronic,4x4,4-5,32,Prata,8,29166.0,2,2020-10-16,Sim,AM/FM,5,7804,Usado,Médio,2024
45631377,919,BMW,X5,2012,SUV,Sim,Diesel,3.0,149520.0,6,Automatico,4x4,4-5,3,Cinza,0,9408.0,5,2022-02-23,Sim,AM/FM,1,1749,Usado,Econômico,1529
45749571,0,HONDA,FIT,2010,Hatchback,Nao,Gasolina,1.3,0.0,4,Automatico,Dianteira,4-5,22,Branco,4,30.0,2,2022-01-06,Não,AM/FM,3,5252,Usado,Econômico,1577
45786658,0,BMW,328,2015,Sedan,Sim,Gasolina,2.0,26000.0,4,Tiptronic,4x4,4-5,11,Branco,12,42337.0,3,2022-09-06,Sim,AM/FM,7,3629,Usado,Médio,1334
45627325,640,SUBARU,XV,2013,Sedan,Sim,Gasolina,2.0,105523.0,4,Automatico,4x4,4-5,23,Azul,0,5645.0,1,2020-07-16,Não,AM/FM,1,6445,Usado,Econômico,2116
45644800,1537,TOYOTA,Highlander,2009,SUV,Sim,Híbrido,3.3,251278.0,6,Automatico,4x4,4-5,23,Verde,12,7997.0,5,2022-12-11,Sim,AM/FM,3,1810,Usado,Econômico,1238
45758476,441,HYUNDAI,Sonata,2015,Sedan,Sim,Híbrido,2.4,229192.0,4,Automatico,Dianteira,4-5,11,Prata,0,3607.0,3,2021-07-10,Não,FM,0,7539,Usado,Econômico,1757
45798763,687,HYUNDAI,I30,2010,Vagao de carga,Sim,Diesel,1.6,156000.0,4,Manual,Dianteira,4-5,18,Bege,12,10976.0,5,2020-11-14,Não,AM,0,5213,Usado,Econômico,1995
45723475,502,FORD,Fusion,2013,Sedan,Nao,Gasolina,1.5,100000.0,4,Automatico,Dianteira,4-5,16,Preto,8,19444.0,5,2021-06-17,Não,AM,9,5710,Usado,Econômico,1780
45769612,1659,TOYOTA,Tundra,2014,Sedan,Sim,Gasolina,5.7,0.0,8,Automatico,4x4,4-5,5,Branco,12,3293.0,3,2022-09-27,Sim,AM/FM,3,9446,Usado,Econômico,1313
45747334,0,TOYOTA,Prius,2008,Hatchback,Nao,Híbrido,1.5,240000.0,4,Automatico,Dianteira,4-5,32,Branco,6,,4,2022-08-13,Não,AM/FM,9,5093,Usado,,1358
45585407,0,PORSCHE,Cayenne,2011,SUV,Sim,Gasolina,3.5,171000.0,6,Tiptronic,4x4,4-5,16,Preto,10,56450.0,3,2020-03-22,Não,AM/FM,7,4319,Usado,Luxo,2232
45765151,259,CHEVROLET,Volt,2014,Hatchback,Sim,Híbrido,1.4,110958.0,4,Automatico,Dianteira,4-5,12,Preto,0,220.0,2,2020-12-09,Não,AM,10,3849,Usado,Econômico,1970
45816005,753,HYUNDAI,Sonata,2012,Sedan,Sim,Híbrido,2.4,123862.0,4,Automatico,Dianteira,4-5,23,Branco,12,4234.0,2,2021-11-28,Sim,FM,4,6810,Usado,Econômico,1616
45773276,810,TOYOTA,Corolla,2016,Sedan,Sim,Gasolina,1.8,155942.0,4,Automatico,Dianteira,4-5,1,Prata,12,3920.0,4,2022-09-29,Não,AM/FM,6,4446,Usado,Econômico,1311
45801494,528,HYUNDAI,Elantra,2014,Sedan,Sim,Gasolina,1.6,,4,Automatico,Dianteira,4-5,21,Prata,4,18500.0,1,2020-10-01,Não,AM/FM,6,2896,Usado,Econômico,2039
45513057,1327,NISSAN,Pathfinder,2011,SUV,Sim,Gasolina,4.0,127000.0,6,Tiptronic,4x4,4-5,13,Preto,12,19500.0,3,2022-09-06,Não,AM,9,8877,Usado,Econômico,1334
43942837,640,BMW,X1,2013,SUV,Sim,Gasolina,2.0,10000.0,4,Automatico,4x4,4-5,19,Laranja,12,28852.0,4,2022-02-12,Sim,AM,0,9227,Usado,Médio,1540
45810369,1091,GMC,Acadia,2016,Sedan,Sim,Gasolina,2.5,116786.0,4,Automatico,Traseira,4-5,10,Preto,12,8781.0,2,2022-04-07,Sim,AM/FM,4,7560,Usado,Econômico,1486
45627333,862,TOYOTA,RAV 4,2011,SUV,Sim,Gasolina,2.5,198400.0,4,Automatico,4x4,4-5,6,Verde,8,23207.0,1,2020-01-07,Sim,AM,1,5139,Usado,Médio,2307
45797259,531,HYUNDAI,I30,2012,Hatchback,Sim,Diesel,1.6,151136.0,4,Automatico,Dianteira,4-5,29,Branco,4,17346.0,1,2022-02-17,Sim,FM,9,6528,Usado,Econômico,1535
45534007,697,KIA,Forte,2015,Sedan,Nao,Gasolina,1.8,72000.0,4,Manual,Dianteira,4-5,3,Branco,6,13172.0,4,2022-02-11,Sim,FM,0,1627,Usado,Econômico,1541
45766569,1493,MERCEDES-BENZ,E 350,2016,Sedan,Sim,Diesel,3.5,77205.0,6,Automatico,Traseira,4-5,6,Cinza,12,1568.0,4,2022-11-27,Sim,FM,6,4442,Usado,Econômico,1252
43447022,1018,BMW,740,2011,Sedan,Sim,Gasolina,3.0,123803.0,6,Tiptronic,Traseira,4-5,18,Branco,8,29793.0,1,2020-12-03,Não,AM,9,3870,Usado,Médio,1976
45810046,501,TOYOTA,Aqua,2014,Hatchback,Sim,Gasolina,1.5,42000.0,4,Automatico,Dianteira,4-5,14,Cinza,4,30906.0,1,2020-11-11,Sim,AM/FM,5,4687,Usado,Médio,1998
45625937,919,BMW,X5,2012,SUV,Sim,Diesel,3.0,229966.0,6,Automatico,4x4,4-5,13,Preto,0,10820.0,2,2020-07-13,Não,AM,1,6279,Usado,Econômico,2119
45798730,503,TOYOTA,Prius C,2012,Hatchback,Nao,Híbrido,1.5,244800.0,4,Automatico,Dianteira,4-5,22,Preto,12,10900.0,1,2022-01-24,Não,AM,1,2731,Usado,Econômico,1559
45779041,0,HONDA,Accord CL9 type S,2003,Sedan,Nao,Gasolina,2.4,180000.0,4,Tiptronic,Dianteira,4-5,13,Azul,4,9408.0,2,2020-09-03,Sim,AM,5,1442,Usado,Econômico,2067
45755672,645,LEXUS,CT 200h,2011,Hatchback,Sim,Híbrido,1.8,228610.0,4,Automatico,Dianteira,4-5,14,Preto,0,4077.0,3,2020-03-14,Sim,AM/FM,8,9536,Usado,Econômico,2240
45730905,831,SSANGYONG,Actyon,2017,SUV,Sim,Gasolina,1.6,60013.0,4,Automatico,Dianteira,4-5,18,Branco,4,42987.0,3,2022-12-19,Não,FM,6,3637,Usado,Médio,1230
45559556,0,FIAT,500 turbo,2012,Hatchback,Sim,Gasolina,1.4,58000.0,4,Manual,Dianteira,2-3,13,Branco,12,15681.0,1,2022-06-09,Sim,AM/FM,4,1379,Usado,Econômico,1423
45804822,877,HYUNDAI,Tucson,2017,SUV,Sim,Diesel,1.7,,4,Automatico,Dianteira,4-5,19,Branco,4,30712.0,2,2020-01-18,Não,FM,6,3192,Usado,Médio,2296
45522935,586,TOYOTA,Prius,2012,Hatchback,Nao,Híbrido,1.8,110000.0,4,Automatico,Dianteira,4-5,27,Preto,8,19914.0,4,2022-05-31,Sim,AM/FM,4,8759,Usado,Econômico,1432
44106246,0,NISSAN,Note,2008,Hatchback,Nao,Gasolina,1.5,170000.0,4,Automatico,Dianteira,4-5,14,Preto,2,9722.0,4,2020-05-07,Sim,FM,1,4538,Usado,Econômico,2186
45798228,880,HYUNDAI,Elantra,2018,Sedan,Sim,Gasolina,1.6,41523.0,4,Automatico,Dianteira,4-5,20,Azul,4,33076.0,2,2020-05-30,Sim,AM,3,9127,Semi-novo,Médio,2163
45775406,0,FORD,Transit,1997,Microonibus,Sim,Diesel,2.5,1000.0,4,Manual,Traseira,4-5,6,Branco,0,7527.0,1,2020-06-15,Não,AM/FM,0,2801,Usado,Econômico,2147
45768991,0,FORD,Fiesta,2011,Hatchback,Nao,Gasolina,1.4,160000.0,4,Manual,Dianteira,4-5,28,Branco,4,12858.0,3,2020-10-24,Não,FM,9,1336,Usado,Econômico,2016
45811153,518,TOYOTA,RAV 4,2016,SUV,Sim,Híbrido,2.5,74053.0,4,Automatico,4x4,4-5,11,Azul,12,549.0,1,2021-12-05,Sim,AM/FM,6,6334,Usado,Econômico,1609
45771518,447,HONDA,Insight,2013,Hatchback,Nao,Híbrido,1.3,175930.0,4,Automatico,Dianteira,4-5,7,Prata,0,12544.0,4,2022-11-21,Sim,AM,4,7264,Usado,Econômico,1258
45664651,441,HYUNDAI,Sonata,2015,Sedan,Sim,Híbrido,2.4,135730.0,4,Automatico,Dianteira,4-5,24,Prata,0,470.0,5,2022-12-12,Sim,AM,7,1421,Usado,Econômico,1237
45762786,1017,MERCEDES-BENZ,GLA 250,2017,SUV,Sim,Gasolina,2.0,,4,Automatico,4x4,4-5,8,Azul,0,314.0,4,2020-01-24,Sim,AM/FM,7,2867,Usado,Econômico,2290
45787588,0,FORD,Transit,1998,Microonibus,Nao,Diesel,2.5,11111.0,4,Manual,Traseira,4-5,11,Branco,2,9408.0,1,2020-10-23,Sim,AM/FM,8,2265,Usado,Econômico,2017
45754293,986,ACURA,TSX,2010,Sedan,Sim,Gasolina,2.4,203061.0,4,Automatico,Dianteira,4-5,28,Azul,12,2979.0,4,2021-05-27,Não,FM,0,4849,Usado,Econômico,1801
45804677,891,HYUNDAI,Tucson,2016,SUV,Sim,Diesel,2.0,99821.0,4,Automatico,Dianteira,4-5,30,Branco,4,35902.0,5,2020-09-04,Não,FM,4,7130,Usado,Médio,2066
45795757,1834,MERCEDES-BENZ,Sprinter,2004,Microonibus,Nao,Diesel,2.2,169000.0,6,Manual,Traseira,4-5,32,Branco,2,15053.0,2,2021-04-08,Não,AM/FM,5,2356,Usado,Econômico,1850
45810141,761,CHEVROLET,Lacetti,2010,Sedan,Sim,Gasolina,1.8,153966.0,4,Automatico,Dianteira,4-5,1,Prata,4,11676.0,5,2021-01-06,Não,AM,4,3091,Usado,Econômico,1942
45793919,0,TOYOTA,Aqua L paketi,2014,Hatchback,Nao,Híbrido,1.5,70000.0,4,Tiptronic,Dianteira,4-5,10,Prata,8,13172.0,4,2022-11-01,Sim,FM,3,2762,Usado,Econômico,1278
45671669,765,HYUNDAI,Santa FE Ultimate,2015,SUV,Sim,Gasolina,2.0,76000.0,4,Tiptronic,4x4,4-5,6,Preto,12,43592.0,4,2020-07-26,Sim,AM/FM,10,4414,Usado,Médio,2106
45771409,761,TOYOTA,Prius,2010,SUV,Sim,Híbrido,1.8,,4,Automatico,Dianteira,4-5,26,Azul,12,706.0,5,2021-05-02,Não,AM/FM,7,3484,Usado,Econômico,1826
45780352,0,HYUNDAI,Elantra,2013,Sedan,Nao,Gasolina,1.8,115200.0,4,Tiptronic,Dianteira,4-5,8,Cinza,6,18189.0,4,2020-08-14,Não,AM,2,4001,Usado,Econômico,2087
45756849,382,FORD,Fusion,2015,Sedan,Sim,Híbrido,2.0,100747.0,4,Automatico,Dianteira,4-5,4,Verde,0,10036.0,2,2020-07-26,Não,AM/FM,3,8803,Usado,Econômico,2106
45808871,1273,FORD,Explorer,2015,SUV,Sim,Gasolina,3.5,143604.0,4,Automatico,Dianteira,4-5,10,Branco,4,48566.0,5,2020-09-18,Sim,FM,8,9693,Usado,Médio,2052
45648509,915,BMW,X5,2014,SUV,Sim,Diesel,3.0,141384.0,6,Automatico,4x4,4-5,24,Azul,0,25089.0,3,2022-04-19,Sim,FM,5,1932,Usado,Médio,1474
45765220,779,TOYOTA,Camry,2013,Sedan,Nao,Híbrido,2.5,136861.0,4,Automatico,Dianteira,4-5,28,Azul,0,16621.0,5,2021-12-28,Sim,FM,7,9689,Usado,Econômico,1586
45741612,640,FORD,C-MAX,2013,Sedan,Nao,Híbrido,2.0,144000.0,4,Automatico,Dianteira,4-5,27,Azul,10,12544.0,3,2022-07-05,Sim,FM,10,3057,Usado,Econômico,1397
45779454,0,MERCEDES-BENZ,E 320,1998,Sedan,Sim,Gás Natural,3.2,220000.0,6,Tiptronic,Traseira,4-5,16,Preto,6,8154.0,1,2020-05-30,Sim,AM,9,1089,Usado,Econômico,2163
45815315,1054,MERCEDES-BENZ,Sprinter 311,2009,Universal,Nao,Diesel,2.2,350000.0,4,Manual,Traseira,4-5,23,Verde,2,31361.0,4,2022-06-23,Sim,FM,6,9927,Usado,Médio,1409
45810013,1077,HONDA,Civic,2019,Sedan,Sim,Gasolina,2.0,2927.0,4,Automatico,Dianteira,4-5,8,Cinza,4,34635.0,5,2021-03-21,Sim,AM/FM,10,3108,Semi-novo,Médio,1868
45794273,1197,NISSAN,X-Terra,2012,SUV,Nao,Gasolina,4.0,,6,Automatico,4x4,4-5,12,Preto,8,18503.0,3,2022-02-12,Não,AM,1,3777,Usado,Econômico,1540
45789769,0,VOLKSWAGEN,Jetta,2011,Sedan,Nao,Gasolina,2.0,97600.0,6,Tiptronic,Dianteira,4-5,21,Preto,10,16308.0,3,2021-12-29,Sim,AM/FM,10,3274,Usado,Econômico,1585
45805609,0,TOYOTA,Prius,2013,Hatchback,Nao,Híbrido,1.8,243200.0,4,Automatico,Dianteira,4-5,24,Prata,12,,4,2021-11-21,Sim,FM,6,5986,Usado,,1623
45786084,0,HONDA,FIT,2005,Sedan,Nao,Gasolina,1.3,176000.0,4,Variator,Dianteira,4-5,5,Preto,8,7213.0,2,2022-03-16,Sim,AM,7,7929,Usado,Econômico,1508
45793776,781,VOLKSWAGEN,Jetta,2012,Sedan,Sim,Gasolina,2.5,160000.0,4,Automatico,Traseira,4-5,10,Azul,0,13485.0,3,2022-04-02,Sim,AM,2,4836,Usado,Econômico,1491
45793063,789,CHEVROLET,Cruze,2009,Sedan,Sim,Gasolina,1.6,75996.0,4,Automatico,Dianteira,4-5,13,Preto,4,6586.0,2,2022-09-05,Não,AM/FM,1,5912,Usado,Econômico,1335
45732771,836,HYUNDAI,Sonata,2010,Sedan,Sim,Gasolina,2.0,185120.0,4,Automatico,Dianteira,4-5,21,Prata,4,15132.0,2,2020-09-11,Não,AM/FM,2,9390,Usado,Econômico,2059
45590004,0,HONDA,FIT,2010,Hatchback,Nao,Gasolina,1.3,93000.0,4,Automatico,Dianteira,4-5,31,Azul,2,12231.0,3,2022-09-07,Sim,FM,5,3253,Usado,Econômico,1333
45732808,642,HYUNDAI,Sonata,2012,Sedan,Sim,Gasolina,2.0,,4,Automatico,Dianteira,4-5,22,Dourado,4,15850.0,1,2021-02-11,Sim,FM,9,6824,Usado,Econômico,1906
45792964,617,CHEVROLET,Aveo,2009,Sedan,Sim,Gasolina,1.2,73816.0,4,Automatico,Dianteira,4-5,25,Prata,4,6269.0,4,2020-09-14,Não,AM,7,8548,Usado,Econômico,2056
